id,nom,adresse,commune,type,latitude,longitude,geo
300,ROUSSEAU,angle Rousseau /Delecaux,LAMBERSART,AVEC TPE,50.64466,3.03027,"(50.64466, 3.03027)"
276,GEORGES HANNART,141 Rue de la Gare,CROIX,AVEC TPE,50.67756,3.14019,"(50.67756, 3.14019)"
8,PLACE RICHEBE,3 PLACE RICHEBE,LILLE,AVEC TPE,50.632366,3.062313,"(50.632366, 3.062313)"
10,RIHOUR,ANGLE PLACE RIHOUR,LILLE,AVEC TPE,50.63589,3.062471,"(50.63589, 3.062471)"
64,MAIRIE DE LILLE,17 RUE SAINT SAUVEUR,LILLE,AVEC TPE,50.6318,3.071392,"(50.6318, 3.071392)"
21,PLACE DU CONCERT,RUE ALPHONSE COLAS,LILLE,AVEC TPE,50.64193,3.061774,"(50.64193, 3.061774)"
28,PALAIS RAMEAU,17 RUE SOLFERINO,LILLE,AVEC TPE,50.634686,3.048344,"(50.634686, 3.048344)"
62,ZENITH,BOULEVARD EMILE DUBUISSON,LILLE,AVEC TPE,50.632965,3.076437,"(50.632965, 3.076437)"
77,MONT DE TERRE,7 RUE MATTEOTI,LILLE,AVEC TPE,50.62286,3.0914,"(50.62286, 3.0914)"
94,MARX DORMOY,RUE DE BORDEAUX,LILLE,AVEC TPE,50.63579,3.033977,"(50.63579, 3.033977)"
108,GENERAL DE GAULLE,108 RUE DU GENERAL DE GAULLE,MONS EN BAROEUL,AVEC TPE,50.645267,3.100516,"(50.645267, 3.100516)"
114,BOIS HABITE,BOULEVARD DU PRÉSIDENT HOOVER,LILLE,AVEC TPE,50.62651,3.079211,"(50.62651, 3.079211)"
120,LOMME MAIRIE,HÔTEL DE VILLE,LOMME,AVEC TPE,50.63899,3.01154,"(50.63899, 3.01154)"
121,PONT SUPERIEUR,ANGLE DE LA RUE AUGUSTE BONTE,LOMME,AVEC TPE,50.644855,3.013238,"(50.644855, 3.013238)"
146,SOLFERINO NATIONALE,FACE 171 RUE NATIONALE,LILLE,AVEC TPE,50.63268,3.052483,"(50.63268, 3.052483)"
161,CHAUDE RIVIÈRE,Rue Chaude Rivière,LILLE,AVEC TPE,50.634417,3.0822274,"(50.634417, 3.0822274)"
164,HOPITAL MILITAIRE,2 RUE PIERRE DUPONT,LILLE,AVEC TPE,50.63393,3.061687,"(50.63393, 3.061687)"
175,RECHERCHE,977 RUE EUGENE AVINEE,LOOS,AVEC TPE,50.60301,3.038779,"(50.60301, 3.038779)"
176,FACULTÉ DE MÉDECINE,Avenue Eugène Avinée,LOOS,AVEC TPE,50.604525,3.031224,"(50.604525, 3.031224)"
190,QUAI 22,149 rue Sadi Carnot,SAINT ANDRE LEZ LILLE,AVEC TPE,50.662941,3.057167,"(50.662941, 3.057167)"
192,LE STADIUM,AVENUE DE LA CHATELLENIE,VILLENEUVE D'ASCQ,SANS TPE,50.6312847,3.1350379,"(50.6312847, 3.1350379)"
221,ROUBAIX MAIRIE,"FACE AU 1, CONTOUR  SAINT MARTIN",ROUBAIX,AVEC TPE,50.69184,3.173925,"(50.69184, 3.173925)"
230,DE LA VIGNE,"181, BOULEVARD DE STRASBOURG",ROUBAIX,AVEC TPE,50.70076,3.18407,"(50.70076, 3.18407)"
256,PONT DE NEUVILLE,"301, RUE DU PONT DE NEUVILLE",TOURCOING,AVEC TPE,50.73682,3.1712308,"(50.73682, 3.1712308)"
129,FLERS CHATEAU,RUE DE LA CHEVALERIE,VILLENEUVE D'ASCQ,AVEC TPE,50.63608,3.130853,"(50.63608, 3.130853)"
143,ROND POINT DE TOURNAI,"55, RUE DES FUSILLÉS",VILLENEUVE D'ASCQ,AVEC TPE,50.61776,3.146026,"(50.61776, 3.146026)"
228,PELLART,"15, RUE PELLART",ROUBAIX,AVEC TPE,50.69535,3.180779,"(50.69535, 3.180779)"
263,STALINGRAD,38-4 RUE DE STALINGRAD,WATTRELOS,AVEC TPE,50.69626,3.209156,"(50.69626, 3.209156)"
89,BOULEVARD DE METZ,40 BOULEVARD DE METZ,LILLE,AVEC TPE,50.619312,3.041299,"(50.619312, 3.041299)"
299,TEST CYKLEO LILLE,4 rue du Professeur Langevin,LILLE,SANS TPE,50.6151322,3.0863797,"(50.6151322, 3.0863797)"
312,SAINT ROCH,Rue Saint Roch,MARQUETTE,AVEC TPE,50.672499,3.069317,"(50.672499, 3.069317)"
12,OPERA,FACE AU 8 RUE ANATOLE FRANCE,LILLE,AVEC TPE,50.637486,3.065902,"(50.637486, 3.065902)"
36,CORMONTAIGNE,16 - 36 PLACE CORMONTAIGNE,LILLE,AVEC TPE,50.62624,3.039911,"(50.62624, 3.039911)"
43,THEATRE SEBASTOPOL,3 PLACE SEBASTOPOL,LILLE,AVEC TPE,50.629044,3.058288,"(50.629044, 3.058288)"
3,JARDIN VAUBAN,39 BOULEVARD VAUBAN,LILLE,AVEC TPE,50.636093,3.050447,"(50.636093, 3.050447)"
20,N.D. DE LA TREILLE,PLACE GILLSON,LILLE,AVEC TPE,50.640385,3.062053,"(50.640385, 3.062053)"
29,ST SEBASTIEN,40 RUE SAINT SEBASTIEN,LILLE,AVEC TPE,50.647236,3.059376,"(50.647236, 3.059376)"
31,PONT NEUF,38 BIS RUE DU PONT NEUF,LILLE,AVEC TPE,50.644264,3.062935,"(50.644264, 3.062935)"
48,PORTE DE DOUAI,PLACE FERNIG,LILLE,AVEC TPE,50.61843,3.07241,"(50.61843, 3.07241)"
58,PORTE DE VALENCIENNES,BOULEVARD DE BELFORT,LILLE,AVEC TPE,50.62073,3.07895,"(50.62073, 3.07895)"
61,LILLE GRAND PALAIS,30 BOULEVARD DU MARECHAL VAILLANT,LILLE,AVEC TPE,50.629246,3.075218,"(50.629246, 3.075218)"
75,EUGENE JACQUET,59 RUE EUGENE JACQUET,LILLE,AVEC TPE,50.637337,3.084894,"(50.637337, 3.084894)"
88,RUE NATIONALE,91 RUE NATIONALE,LILLE,AVEC TPE,50.635082,3.058015,"(50.635082, 3.058015)"
99,LA MADELEINE MAIRIE,RUE DU GENERAL DE GAULLE,LA MADELEINE,AVEC TPE,50.654602,3.073805,"(50.654602, 3.073805)"
101,MONS SARTS,AVENUE DES ACACIAS,MONS EN BAROEUL,AVEC TPE,50.6423,3.099291,"(50.6423, 3.099291)"
115,DE GAULLE,"85, RUE DU GÉNÉRAL DE GAULLE",LA MADELEINE,AVEC TPE,50.651497,3.072316,"(50.651497, 3.072316)"
117,HIPPODROME,"9, AVENUE HENRI GRUSON",LAMBERSART,AVEC TPE,50.641617,3.031375,"(50.641617, 3.031375)"
123,RUE DE L'EGLISE,"71, RUE NATIONALE",MARCQ EN BAROEUL,AVEC TPE,50.665348,3.075792,"(50.665348, 3.075792)"
162,ANGELLIER,3 RUE AUGUSTE ANGELLIER,LILLE,AVEC TPE,50.628544,3.065015,"(50.628544, 3.065015)"
163,JEANNE D'ARC,31b Rue Jeanne d’Arc (Lille),LILLE,AVEC TPE,50.625597,3.064497,"(50.625597, 3.064497)"
169,JEMMAPES,59 RUE JEMMAPES,LILLE,AVEC TPE,50.644685,3.057953,"(50.644685, 3.057953)"
170,GANTOIS,104-122 Bld VICTOR HUGO,LILLE,AVEC TPE,50.62195,3.06038,"(50.62195, 3.06038)"
180,SQUARE JEAN MONNET,19 ALLEE DU Dr HAVET,LAMBERSART,AVEC TPE,50.652107,3.029324,"(50.652107, 3.029324)"
213,LANNOY,"93, RUE DE LANNOY",ROUBAIX,SANS TPE,50.68859,3.182028,"(50.68859, 3.182028)"
241,LE CORBUSIER,RUE DES PIATS,TOURCOING,AVEC TPE,50.722343,3.170847,"(50.722343, 3.170847)"
244,F ROOSEVELT,2-14 BOULEVARD DE L'ÉGALITÉ,TOURCOING,AVEC TPE,50.727453,3.166828,"(50.727453, 3.166828)"
246,CAVELL,FACE AU 49 RUE DE LA CLOCHE,TOURCOING,AVEC TPE,50.72271,3.163794,"(50.72271, 3.163794)"
255,RUE DE ROUBAIX,SECTEUR UNION,TOURCOING,SANS TPE,50.7134,3.165011,"(50.7134, 3.165011)"
261,PHALEMPINS,PHALEMPINS,TOURCOING,AVEC TPE,50.732277,3.157656,"(50.732277, 3.157656)"
311,GRANDS MOULINS DE PARIS,Avenue Decauville,MARQUETTE-LEZ-LILLE,AVEC TPE,50.671409,3.055056,"(50.671409, 3.055056)"
1,METROPOLE EUROPEENNE DE LILLE,MEL RUE DU BALLON,LILLE,AVEC TPE,50.641926,3.075992,"(50.641926, 3.075992)"
109,SQUARE DU PORTUGAL,FACE AU 204 RUE DE LA BASSEE,LILLE,AVEC TPE,50.623466,3.030667,"(50.623466, 3.030667)"
145,RESIDENCE,PLACE N. DAME DE LA NATIVITÉ,VILLENEUVE D'ASCQ,AVEC TPE,50.61992,3.14528,"(50.61992, 3.14528)"
235,BLANCHEMAILLE,AVENUE DES NATIONS UNIES,ROUBAIX,SANS TPE,50.696327,3.16713,"(50.696327, 3.16713)"
301,SAINT CALIXTE,Rue du Bourg,LAMBERSART,AVEC TPE,50.65281,3.02604,"(50.65281, 3.02604)"
267,FER À CHEVAL,Rue  Edouard Vaillant,ROUBAIX,AVEC TPE,50.670155,3.154898,"(50.670155, 3.154898)"
5,MASSENA,73 RUE MASSENA,LILLE,AVEC TPE,50.63156,3.054738,"(50.63156, 3.054738)"
14,CHAMP DE MARS,AVENUE LEON JOUHAUX,LILLE,AVEC TPE,50.6379088,3.0508558,"(50.6379088, 3.0508558)"
18,VOLTAIRE,93 RUE ROYALE,LILLE,AVEC TPE,50.6428,3.055932,"(50.6428, 3.055932)"
26,MOLINEL,58 RUE DU MOLINEL,LILLE,AVEC TPE,50.63457,3.068007,"(50.63457, 3.068007)"
27,TANNEURS,2 - 10 RUE DES TANNEURS,LILLE,AVEC TPE,50.635014,3.064802,"(50.635014, 3.064802)"
34,PLACE CATINAT,199 RUE COLBERT,LILLE,AVEC TPE,50.63413,3.041209,"(50.63413, 3.041209)"
38,PLACE CASQUETTE,1 RUE D'HAUBOURDIN,LILLE,AVEC TPE,50.62429,3.045321,"(50.62429, 3.045321)"
54,METRO WAZEMMES,93 RUE RACINE,LILLE,AVEC TPE,50.62338,3.051565,"(50.62338, 3.051565)"
60,TREVISE,114 RUE DE DOUAI,LILLE,AVEC TPE,50.621185,3.072363,"(50.621185, 3.072363)"
65,PLACE TACQ,70 RUE DE LOOS,LILLE,AVEC TPE,50.621128,3.035483,"(50.621128, 3.035483)"
80,PETIT MAROC,RUE DU PROFESSEUR LANGEVIN,LILLE,AVEC TPE,50.61989,3.084357,"(50.61989, 3.084357)"
95,MARBRERIE,280 BIS RUE PIERRE LEGRAND,LILLE HELLEMMES,AVEC TPE,50.63041,3.097037,"(50.63041, 3.097037)"
98,PLACE DU MARCHE,ANGLE DE LA RUE GAMBETTA,LA MADELEINE,AVEC TPE,50.6549,3.068756,"(50.6549, 3.068756)"
104,MENDES FRANCE,BD NAPOLEON 1ER,MONS EN BAROEUL,AVEC TPE,50.64584,3.112744,"(50.64584, 3.112744)"
107,LAVOISIER,5 RUE LAURENT DE LAVOISIER,MONS EN BAROEUL,AVEC TPE,50.636105,3.106438,"(50.636105, 3.106438)"
111,HELLEMMES CIMETIERE,"318, RUE ROGER SALENGRO",HELLEMMES,AVEC TPE,50.62486,3.116677,"(50.62486, 3.116677)"
116,BOTANIQUE,"185, AVENUE DE LA RÉPUBLIQUE",LA MADELEINE,AVEC TPE,50.64891,3.078336,"(50.64891, 3.078336)"
124,CLEMENCEAU HIPPODROME,916-920 AV DE LA RÉPUBLIQUE,MARCQ EN BAROEUL,AVEC TPE,50.6618,3.096235,"(50.6618, 3.096235)"
133,BOULEVARD DE VALMY,FACE AU 233 BOULEVARD DE VALMY,VILLENEUVE D'ASCQ,AVEC TPE,50.61915,3.126501,"(50.61915, 3.126501)"
138,LADRIERE,FACE AU 53 RUE DE FIVES,VILLENEUVE D'ASCQ,AVEC TPE,50.631298,3.126914,"(50.631298, 3.126914)"
142,TREMIERE,RUE TRÉMIÈRES ANGLE RUE DES FUSILLÉS,VILLENEUVE D'ASCQ,AVEC TPE,50.6206,3.138207,"(50.6206, 3.138207)"
167,TRANQUILLITÉ,Rue Léon Gambetta,LILLE,AVEC TPE,50.626382,3.047066,"(50.626382, 3.047066)"
173,CHU - CENTRE OSCAR LAMBRET,AVENUE OSCAR LAMBRET,LILLE,AVEC TPE,50.61352,3.03677,"(50.61352, 3.03677)"
182,BECQUART,82 Avenue Becquart,LAMBERSART,AVEC TPE,50.649644,3.03812,"(50.649644, 3.03812)"
184,RUE DU PARC,18 BIS RUE DU PARC,LA MADELEINE,AVEC TPE,50.651107,3.0678,"(50.651107, 3.0678)"
195,TISSERAND,51 Rue Victor Hugo (Lomme),LILLE,AVEC TPE,50.631135,3.008346,"(50.631135, 3.008346)"
204,JEAN MOULIN,FACE AU 49 BIS BD DU GÉNÉRAL DE GAULLE,ROUBAIX,SANS TPE,50.684757,3.171974,"(50.684757, 3.171974)"
243,VICTOIRE,FACE AU 1 PLACE DE LA VICTOIRE,TOURCOING,AVEC TPE,50.718204,3.15749,"(50.718204, 3.15749)"
249,RUE DE MENIN,FACE AU 40 RUE JOURDAN,TOURCOING,AVEC TPE,50.728798,3.154051,"(50.728798, 3.154051)"
259,MERCURE,BOULEVARD GAMBETTA,TOURCOING,SANS TPE,50.704693,3.160515,"(50.704693, 3.160515)"
304,LE SART,Avenue de Flandres,VILLENEUVE D'ASCQ,AVEC TPE,50.66351,3.138682,"(50.66351, 3.138682)"
127,FLERS MAIRIE,16 RUE DU GÉNÉRAL LECLERC,VILLENEUVE D'ASCQ,AVEC TPE,50.63708,3.127964,"(50.63708, 3.127964)"
262,WATTRELOS PLACE,"2-10, D660",WATTRELOS,AVEC TPE,50.701187,3.215011,"(50.701187, 3.215011)"
273,PISCINE DES 3 VILLES,Rue Claude Bernard,HEM,AVEC TPE,50.670865,3.198875,"(50.670865, 3.198875)"
272,CHARLES FOURIER,261 avenue Gustave Delory,ROUBAIX,AVEC TPE,50.671517,3.183123,"(50.671517, 3.183123)"
7,PLACE DE STRASBOURG,7 PLACE DE STRASBOURG,LILLE,AVEC TPE,50.633728,3.055307,"(50.633728, 3.055307)"
39,MARCHE DE WAZEMMES,298 RUE LEON GAMBETTA,LILLE,AVEC TPE,50.627674,3.050173,"(50.627674, 3.050173)"
69,CHASSEURS DE DRIANT,11 AVENUE VERHAEREN,LILLE,AVEC TPE,50.61893,3.032539,"(50.61893, 3.032539)"
132,CENTRE COMMERCIAL V2,BOULEVARD VALMY,VILLENEUVE D'ASCQ,AVEC TPE,50.61606,3.132006,"(50.61606, 3.132006)"
137,HERON PARC,"40, RUE DE LA VAGUE",VILLENEUVE D'ASCQ,AVEC TPE,50.615868,3.126089,"(50.615868, 3.126089)"
141,METRO TRIOLO,2 RUE TRAVERSIÈRE ANGLE ALLÉE TURGOT,VILLENEUVE D'ASCQ,AVEC TPE,50.61682,3.140808,"(50.61682, 3.140808)"
155,BAILLY,FACE AU 4 RUE GAMBETTA,SAINT ANDRE LEZ LILLE,AVEC TPE,50.655098,3.051201,"(50.655098, 3.051201)"
157,CANON D'OR,FACE AU 255 RUE DE LILLE,LAMBERSART,AVEC TPE,50.64989,3.042045,"(50.64989, 3.042045)"
158,DELECAUT,FACE AU 102 AVENUE HENRI DELECAUX,LAMBERSART,AVEC TPE,50.644943,3.036932,"(50.644943, 3.036932)"
168,RIVES DE LA HAUTE DEULE,280-248 RUE DU PONT à FOURCHON,LILLE,AVEC TPE,50.630855,3.0226,"(50.630855, 3.0226)"
174,CHU - EURASANTÉ,BOULEVARD EUGENE DUTHOIT,LILLE,AVEC TPE,50.607664,3.038892,"(50.607664, 3.038892)"
177,RUE DE LONDRES,2 Rue du Maréchal Foch,LOOS,AVEC TPE,50.616763,3.023032,"(50.616763, 3.023032)"
194,LOMMELET,181 rue du Général Leclerc,SAINT ANDRE LEZ LILLE,AVEC TPE,50.665968,3.049462,"(50.665968, 3.049462)"
205,CONDITION PUBLIQUE,"45, RUE LOUIS DUPIRE",ROUBAIX,AVEC TPE,50.69106,3.1902585,"(50.69106, 3.1902585)"
219,GARE JEAN LEBAS,PLACE DE LA GARE,ROUBAIX,AVEC TPE,50.695477,3.164222,"(50.695477, 3.164222)"
229,NATIONS UNIES,"158, BOULEVARD GAMBETTA",ROUBAIX,SANS TPE,50.692368,3.185092,"(50.692368, 3.185092)"
232,FOSSE AUX CHENES,"13, PLACE DE LA FOSSE AUX CHÊNES",ROUBAIX,AVEC TPE,50.699734,3.174347,"(50.699734, 3.174347)"
236,CHAPTAL,"3, RUE D'AVELGHEM",ROUBAIX,SANS TPE,50.694714,3.192643,"(50.694714, 3.192643)"
247,ROUGET DE L ISLE,SECTEUR BVRD DE L'EGALITÉ,TOURCOING,AVEC TPE,50.73418,3.1681724,"(50.73418, 3.1681724)"
251,COLBERT,RUE DE GAND (FACE AU LYCÉE),TOURCOING,AVEC TPE,50.72551,3.156554,"(50.72551, 3.156554)"
252,RUE DES POUTRAINS,RUE DE LILLE,TOURCOING,AVEC TPE,50.72263,3.150377,"(50.72263, 3.150377)"
105,VERDUN,69 AVENUE DE VERDUN,MONS EN BAROEUL,AVEC TPE,50.638126,3.10231,"(50.638126, 3.10231)"
118,COLLEGE LAVOISIER,"56, RUE PAUL VAILLANT",LAMBERSART,AVEC TPE,50.641834,3.022364,"(50.641834, 3.022364)"
140,RUE CORNEILLE,RUE CORNEILLE,VILLENEUVE D'ASCQ,SANS TPE,50.623795,3.144815,"(50.623795, 3.144815)"
16,MAGASIN,3 RUE SAINT ANDRE,LILLE,AVEC TPE,50.646225,3.053499,"(50.646225, 3.053499)"
17,HALLE AUX SUCRES,33 AVENUE DU PEUPLE BELGE,LILLE,AVEC TPE,50.644695,3.060867,"(50.644695, 3.060867)"
23,RUE DES ARTS,41 RUE DES ARTS,LILLE,AVEC TPE,50.639107,3.065548,"(50.639107, 3.065548)"
33,PORT DE LILLE,18 RUE DE TURENNE,LILLE,AVEC TPE,50.63022,3.035681,"(50.63022, 3.035681)"
42,PLACE PHILIPPE LEBON,15 PLACE PHILLIPPE LEBON,LILLE,AVEC TPE,50.62789,3.06209,"(50.62789, 3.06209)"
52,PLACE COLETTE BESSON,FACE AU 37 RUE DE WAZEMMES,LILLE,AVEC TPE,50.62276,3.063799,"(50.62276, 3.063799)"
71,BOIS BLANCS,122 AVENUE DE DUNKERQUE,LILLE,AVEC TPE,50.634045,3.030778,"(50.634045, 3.030778)"
82,GARE LILLE EUROPE,299 BOULEVARD DE LEEDS,LILLE,AVEC TPE,50.63999,3.075204,"(50.63999, 3.075204)"
151,CH. DES MARGUERITOIS,FACE AU 152 CHEMIN MARGUERITOIS,RONCHIN,AVEC TPE,50.60642,3.072209,"(50.60642, 3.072209)"
152,CHEMIN ROUGE,FACE AU 2 CHEMIN ROUGE,FACHES-THUMESNIL,AVEC TPE,50.610582,3.065103,"(50.610582, 3.065103)"
166,CAMPUS ST RAPHAEL,100 BOULEVARD VAUBAN,LILLE,AVEC TPE,50.63084,3.04483,"(50.63084, 3.04483)"
171,AUBERGE DE JEUNESSE,235 Bld PAUL PAINLEVE,LILLE,AVEC TPE,50.62479,3.080467,"(50.62479, 3.080467)"
191,FERME D'EN HAUT,RUE JULES GUESDE,VILLENEUVE D'ASCQ,AVEC TPE,50.638838,3.1317727,"(50.638838, 3.1317727)"
201,EDHEC,"272, RUE VERTE",CROIX,AVEC TPE,50.673943,3.163443,"(50.673943, 3.163443)"
203,VICTOR PROVO,BOULEVARD DU GÉNÉRAL DE GAULLE,ROUBAIX,AVEC TPE,50.68079,3.167454,"(50.68079, 3.167454)"
216,FRATERNITE,PLACE DE LA FRATERNITÉ,ROUBAIX,AVEC TPE,50.681797,3.194122,"(50.681797, 3.194122)"
234,ALSACE,"89, BOULEVARD D'ARMENTIÈRES",ROUBAIX,AVEC TPE,50.7004,3.161378,"(50.7004, 3.161378)"
240,POSTE,"22, RUE LÉON SALEMBIER",TOURCOING,AVEC TPE,50.71922,3.163396,"(50.71922, 3.163396)"
250,TOURCOING MAIRIE,"6 BIS, RUE NATIONALE",TOURCOING,AVEC TPE,50.72389,3.160344,"(50.72389, 3.160344)"
258,CARLIERS,"135, CHAUSSÉE GALILÉE",TOURCOING,AVEC TPE,50.710735,3.159881,"(50.710735, 3.159881)"
306,CHATELLENIE,Angle Chatellenie / allée chanteclerc,VILLENEUVE D'ASCQ,AVEC TPE,50.63599,3.13566,"(50.63599, 3.13566)"
